,field_id,name,title,abb,Order,Suborder,Group,Subgroup,drug_exposure,cov1,n1,beta1,se1,p1,cov2,n2,beta2,se2,p2,cov3,n3,beta3,se3,p3,p1_FDR,p2_FDR,p3_FDR
357,X23573.0.0,Total Lipids in Small HDL,S-HDL-L,shdll,18,2.0,Lipoprotein subclasses,Small HDL (average diameter 8.7 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.020209052,0.003110529,8.28e-11,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.011248935,0.003034123,0.000209587,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.010890354,0.003207064,0.000685093,1.63e-10,0.000346069,0.001259883
358,X23483.0.0,Phospholipids in Chylomicrons and Extremely Large VLDL,XXL-VLDL-PL,xxlvldlpl,18,3.0,Lipoprotein subclasses,Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.00592566,0.000633638,8.99e-21,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.002062129,0.000611967,0.000753203,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.001698218,0.000635162,0.007505488,2.62e-20,0.00118551,0.012119757
359,X23490.0.0,Phospholipids in Very Large VLDL,XL-VLDL-PL,xlvldlpl,18,3.0,Lipoprotein subclasses,Very large VLDL (average diameter 64 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.003298688,0.000515164,1.54e-10,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.000111801,0.000496293,0.821768372,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.000194469,0.000514499,0.705449638,2.98e-10,0.841366467,0.747476425
360,X23497.0.0,Phospholipids in Large VLDL,L-VLDL-PL,lvldlpl,18,3.0,Lipoprotein subclasses,Large VLDL (average diameter 53.6 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.004174687,0.000773675,6.85e-08,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.000550323,0.000746082,0.460751385,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.001026817,0.000773252,0.184212071,1.16e-07,0.504960804,0.227298343
361,X23504.0.0,Phospholipids in Medium VLDL,M-VLDL-PL,mvldlpl,18,3.0,Lipoprotein subclasses,Medium VLDL (average diameter 44.5 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.002595579,0.00093683,0.005597596,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.005865934,0.000933262,3.3e-10,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.006074367,0.000982298,6.32e-10,0.007199387,8.8e-10,1.86e-09
362,X23511.0.0,Phospholipids in Small VLDL,S-VLDL-PL,svldlpl,18,3.0,Lipoprotein subclasses,Small VLDL (average diameter 36.8 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.001166526,0.000591382,0.048553849,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.003368896,0.000587999,1.01e-08,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.003521987,0.000618747,1.26e-08,0.058068724,2.42e-08,3.5e-08
363,X23518.0.0,Phospholipids in Very Small VLDL,XS-VLDL-PL,xsvldlpl,18,3.0,Lipoprotein subclasses,Very small VLDL (average diameter 31.3 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.001166241,0.000510494,0.022344812,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.002581908,0.000510958,4.36e-07,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.00260032,0.000541869,1.6e-06,0.027327398,9.01e-07,3.91e-06
364,X23525.0.0,Phospholipids in IDL,IDL-PL,idlpl,18,3.0,Lipoprotein subclasses,IDL (average diameter 28.6 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.010809439,0.001219087,7.79e-19,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.01031979,0.001230956,5.28e-17,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.009841527,0.001310466,6.04e-14,2.12e-18,1.89e-16,2.1e-13
365,X23532.0.0,Phospholipids in Large LDL,L-LDL-PL,lldlpl,18,3.0,Lipoprotein subclasses,Large LDL (average diameter 25.5 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.010425169,0.001575788,3.74e-11,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.011708338,0.001590036,1.82e-13,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.011416424,0.00168847,1.39e-11,7.45e-11,5.6e-13,4.34e-11
366,X23539.0.0,Phospholipids in Medium LDL,M-LDL-PL,mldlpl,18,3.0,Lipoprotein subclasses,Medium LDL (average diameter 23 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.003526307,0.000818803,1.66e-05,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.005672587,0.000821497,5.08e-12,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.005705081,0.000867453,4.86e-11,2.51e-05,1.46e-11,1.49e-10
367,X23546.0.0,Phospholipids in Small LDL,S-LDL-PL,sldlpl,18,3.0,Lipoprotein subclasses,Small LDL (average diameter 18.7 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.00297649,0.000360701,1.6e-16,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.003582875,0.000363183,6.22e-23,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.003546216,0.000384881,3.29e-20,3.94e-16,2.47e-22,1.32e-19
368,X23553.0.0,Phospholipids in Very Large HDL,XL-HDL-PL,xlhdlpl,18,3.0,Lipoprotein subclasses,Very large HDL (average diameter 14.3 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.009305588,0.000803775,5.93e-31,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.003337855,0.000759709,1.12e-05,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.002490546,0.000795549,0.001745728,2.21e-30,2.05e-05,0.003078515
369,X23560.0.0,Phospholipids in Large HDL,L-HDL-PL,lhdlpl,18,3.0,Lipoprotein subclasses,Large HDL (average diameter 12.1 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.021704873,0.002704241,1.03e-15,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.002929612,0.002516801,0.24442117,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.000145087,0.002639038,0.956156973,2.43e-15,0.282286045,0.961563353
370,X23567.0.0,Phospholipids in Medium HDL,M-HDL-PL,mhdlpl,18,3.0,Lipoprotein subclasses,Medium HDL (average diameter 10.9 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.003627264,0.001865587,0.051865237,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.007363517,0.001786418,3.76e-05,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.008320985,0.001902238,1.22e-05,0.061673562,6.58e-05,2.75e-05
371,X23574.0.0,Phospholipids in Small HDL,S-HDL-PL,shdlpl,18,3.0,Lipoprotein subclasses,Small HDL (average diameter 8.7 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.012983619,0.001825878,1.17e-12,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.008018791,0.001776314,6.37e-06,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.007868557,0.001879158,2.83e-05,2.49e-12,1.19e-05,6.14e-05
372,X23484.0.0,Cholesterol in Chylomicrons and Extremely Large VLDL,XXL-VLDL-C,xxlvldlc,18,4.0,Lipoprotein subclasses,Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.00713756,0.000848248,4.06e-17,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.001984443,0.000819708,0.015485459,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.001546645,0.000851184,0.069216587,1.03e-16,0.021397776,0.0952608
373,X23491.0.0,Cholesterol in Very Large VLDL,XL-VLDL-C,xlvldlc,18,4.0,Lipoprotein subclasses,Very large VLDL (average diameter 64 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.002344649,0.000565618,3.4e-05,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.000970758,0.000547366,0.076151366,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.001269597,0.000569064,0.025684728,5.07e-05,0.095766112,0.037978012
374,X23498.0.0,Cholesterol in Large VLDL,L-VLDL-C,lvldlc,18,4.0,Lipoprotein subclasses,Large VLDL (average diameter 53.6 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.003017772,0.000936604,0.001273726,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.002143001,0.000910692,0.018619005,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.00265948,0.000948254,0.005040185,0.001723683,0.025501277,0.008355567
375,X23505.0.0,Cholesterol in Medium VLDL,M-VLDL-C,mvldlc,18,4.0,Lipoprotein subclasses,Medium VLDL (average diameter 44.5 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.009160716,0.001263939,4.3e-13,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.01085647,0.00127494,1.71e-17,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.010801898,0.001353244,1.47e-15,9.3e-13,6.27e-17,5.38e-15
376,X23512.0.0,Cholesterol in Small VLDL,S-VLDL-C,svldlc,18,4.0,Lipoprotein subclasses,Small VLDL (average diameter 36.8 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.002316492,0.001012533,0.022152705,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.00591264,0.001007714,4.46e-09,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.006161843,0.001062556,6.72e-09,0.027145785,1.1e-08,1.89e-08
377,X23519.0.0,Cholesterol in Very Small VLDL,XS-VLDL-C,xsvldlc,18,4.0,Lipoprotein subclasses,Very small VLDL (average diameter 31.3 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.005860134,0.000921242,2.02e-10,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.006478367,0.000931071,3.5e-12,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.00627754,0.000991814,2.49e-10,3.9e-10,1.02e-11,7.37e-10
378,X23526.0.0,Cholesterol in IDL,IDL-C,idlc,18,4.0,Lipoprotein subclasses,IDL (average diameter 28.6 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.035437924,0.003941025,2.52e-19,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.031989034,0.003967752,7.67e-16,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.030069231,0.004224438,1.11e-12,7.01e-19,2.63e-15,3.7e-12
379,X23533.0.0,Cholesterol in Large LDL,L-LDL-C,lldlc,18,4.0,Lipoprotein subclasses,Large LDL (average diameter 25.5 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.04384313,0.005395103,4.53e-16,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.044231374,0.0054459,4.7e-16,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.042907705,0.005784064,1.21e-13,1.08e-15,1.64e-15,4.17e-13
380,X23540.0.0,Cholesterol in Medium LDL,M-LDL-C,mldlc,18,4.0,Lipoprotein subclasses,Medium LDL (average diameter 23 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.008678838,0.002286415,0.000147342,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.014443937,0.00229561,3.16e-10,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.014697217,0.002424204,1.35e-09,0.000210127,8.45e-10,3.92e-09
381,X23547.0.0,Cholesterol in Small LDL,S-LDL-C,sldlc,18,4.0,Lipoprotein subclasses,Small LDL (average diameter 18.7 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.004638749,0.000857998,6.46e-08,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.006571834,0.000862582,2.61e-14,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.006594517,0.000911775,4.82e-13,1.1e-07,8.33e-14,1.62e-12
382,X23554.0.0,Cholesterol in Very Large HDL,XL-HDL-C,xlhdlc,18,4.0,Lipoprotein subclasses,Very large HDL (average diameter 14.3 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.008270615,0.000625852,8.51e-40,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.003483014,0.000588907,3.36e-09,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.002804523,0.000615895,5.29e-06,3.5e-39,8.36e-09,1.23e-05
383,X23561.0.0,Cholesterol in Large HDL,L-HDL-C,lhdlc,18,4.0,Lipoprotein subclasses,Large HDL (average diameter 12.1 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.03184668,0.00298789,1.71e-26,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.008485157,0.002754954,0.002071508,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.005201576,0.002870746,0.070005265,5.75e-26,0.003122309,0.096199288
384,X23568.0.0,Cholesterol in Medium HDL,M-HDL-C,mhdlc,18,4.0,Lipoprotein subclasses,Medium HDL (average diameter 10.9 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.00505424,0.002243479,0.02427282,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.004627866,0.002104784,0.027901719,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.006295778,0.002229866,0.004754217,0.029627119,0.037312181,0.007913102
385,X23575.0.0,Cholesterol in Small HDL,S-HDL-C,shdlc,18,4.0,Lipoprotein subclasses,Small HDL (average diameter 8.7 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.003871514,0.001200979,0.001266649,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.002063964,0.001179227,0.080078852,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.002074065,0.001252035,0.097617243,0.001717841,0.100199166,0.129982319
386,X23485.0.0,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,XXL-VLDL-CE,xxlvldlce,18,5.0,Lipoprotein subclasses,Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.003646895,0.00046581,5.02e-15,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,0.000830845,0.000450326,0.065046073,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,0.00061952,0.000467675,0.185284337,1.16e-14,0.082550826,0.228395049
387,X23492.0.0,Cholesteryl Esters in Very Large VLDL,XL-VLDL-CE,xlvldlce,18,5.0,Lipoprotein subclasses,Very large VLDL (average diameter 64 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.000723522,0.000289501,0.012450815,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.000874397,0.000281497,0.001895968,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.001007665,0.000293492,0.000596722,0.015626275,0.002875128,0.001108835
388,X23499.0.0,Cholesteryl Esters in Large VLDL,L-VLDL-CE,lvldlce,18,5.0,Lipoprotein subclasses,Large VLDL (average diameter 53.6 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,0.000570987,0.000460385,0.214893795,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.001648266,0.000451355,0.000260689,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.001868339,0.000472286,7.64e-05,0.239948677,0.000425371,0.000157402
389,X23506.0.0,Cholesteryl Esters in Medium VLDL,M-VLDL-CE,mvldlce,18,5.0,Lipoprotein subclasses,Medium VLDL (average diameter 44.5 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.006788081,0.000724603,7.72e-21,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.006859126,0.000732515,8.03e-21,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.006718104,0.000779186,6.82e-18,2.26e-20,3.09e-20,2.61e-17
390,X23513.0.0,Cholesteryl Esters in Small VLDL,S-VLDL-CE,svldlce,18,5.0,Lipoprotein subclasses,Small VLDL (average diameter 36.8 nm),Thiazide_bf,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2,45569,-0.000706217,0.000652521,0.279129623,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g,45087,-0.003293567,0.000646642,3.53e-07,f.31.0.0 + f.21022.0.0 + as.factor(f.54.0.0) + PC1 + PC2 + f.21001.0.0 + current_smk + log_alcohol_weekly_g + f.189.0.0 + waist_hip_ratio + as.factor(father_history) + as.factor(mother_history),40423,-0.003494368,0.000680964,2.89e-07,0.30753662,7.37e-07,7.47e-07
